bank_name,address,city,state,phone,latitude,longitude
Sanjeevani Blood Bank Kopargaon,"110, 2/B Nishigandh, Vivekanand Nagar, Near  S.G. Vidyalay, Kopargaon, 423601",Ahmednagar,Maharashtra,"02423 222237, 02423 224885, 02423 223117",19.88042,74.470873
SBPP Cooperative Bank Foundation Blood Bank,"Blood Bank, SBPP Cooperative Bank Foundation Blood Bank of Manav Arogya Seva Kendra,  Jesal Cooperative and Housing Society, Near Pardi Hospital, National Highway-No.-8, Killa Pardi, Valsad, 396125",Pardi,Gujarat,0260 2374422,20.516862,72.951211
"Civil Surgeon, General Hospital Blood Bank Washim","General Hospital Blood Bank, Near Akola Naka,  Washim, 444505",Washim,Maharashtra,"07252 233066, 07252 233379",20.12259,77.127893
Nandkishor Education Society - Arpan Blood Bank,"2nd  Floor, Sahakar Kranti Building, Market Yard, Nagar - Pune Road, 414001",Ahmednagar,Maharashtra,"0241 2451700, 0241 2451800",20.004874,73.787165
"Maharashtra Blood Bank, Component and Apheresis Centre","C- Wing, 107/207, Kuldeep Arcade, Near Navli Railway Phatak, Station Road, Palghar (W), Thane, 401404",Thane,Maharashtra,"02525 251102, 02525 253102",19.692902,72.772639
Shri. Brahman Swrankar Samaj Trust Blood Bank,"Farshi, Main Road, Khamgaon, Buldhana, 444303",Khamgaon,Maharashtra,07263 255577,20.543402,76.170956
Shrirampur Blood Bank,"Shrirampur, 413709",Ahmednagar,Maharashtra,"02422 224293, 02422 210600",19.619247,74.663502
Dattaji Bhale Blood Bank - Hedgewar Hospital,"C/o. Dr. Hegdewar Rugnalaya Campus, Near Gajanan Mandir, Jawahar Colony Road, Garkheda Parisar,  Aurangabad, 431005",Aurangabad,Maharashtra,"0240 2335196, 0240 2331195, 0240 2352371",19.876165,75.343313
Sanjeevani Blood Bank,"Nashik, Krushna-Chaya Bangla, Plot No. 10/11, Kurdukar Nagar, Behind Fame Theatre, Nashik Pune Road, Nashik, 422006",Nashik,Maharashtra,0253 2411888,19.975586,73.803963
Noor Hospital Blood Bank,"Aurangabad - Jalna Road, Warudi, Tq- Badnapur, Jalna, 431202",Jalna,Maharashtra,02482 222515,19.860878,75.664447
J.D.C. Bytco Hospital Blood Bank,"1st Floor, Bytco Hospital, Nashik Road, Behind Durga Garden, Shahu Path, Nashik, 422101",Nashik,Maharashtra,"0253 2460251, 0253 24605352",19.949132,73.838742
Sainik Aspatal Military Hospital Blood Bank,"Sainik Aspatal, Military Hospital, Deolali",Nashik,Maharashtra,9545355252,19.9483203,73.841866
Jijau Mahila Sevabhavi Sansthan Nashik Blood Bank and Transfusion Research institute Blood Bank,"Ishwar Krupa Ganesh Nagar, Tidke Colony, Nashik",Nashik,Maharashtra,0253 2232996,19.990656,73.775241
Tarapur Atomic Power Station Hospital Blood Bank,"TAPS Hospital Blood Bank, TAPS 1&2 (Anushri) Township Near Boisar, Palghar, 401504",Palghar,Maharashtra,02525 264001,19.813093,72.743519
Regional Blood Bank Government Medical College and Hospital,"Regional Blood Bank Government Medical College and Hospital, Aurangabad, (GHATI), 431001",Aurangabad,Maharashtra,"0240 2402108, 0240 2402418",19.890542,75.317164
Lilavati Blood Bank,"John Lay Out, Jamrnn Road, Near Bus stand, Buldhana, 443001",Buldhana,Maharashtra,07262 243811,20.534727,76.172461
"Nukem Blood Bank, Vapi","Nukem Blood Bank and Haria Rotary Hospital, 
Plot No. 363 A- 364, G.I.D.C., Vapi, Valsad, 396001",Valsad,Gujarat,"0260 2430654, 0260 2400053, 0260 6638888",20.381255,72.920819
Jankalyan Blood Bank,"3, Shree Nagar, Old Gangapur Naka, Gangapur Road, Nashik, 422013",Nashik,Maharashtra,"0253 2573493, 0253 2575249",20.008838,73.7702
The Santajee Educational and Medical foundation Trust - Jeevan  Blood Bank,"Suyojit City Center, G-11, 12, 13, S. No. 567/1/1 & 567/1/3 (CTS No. 7249 & FP No. 60) Mumbai Naka, Near Mahamarg Bus Stand, Nashik",Nashik,Maharashtra,7387348888,19.987781,73.784138
Amruta Blood Bank,"Shop No- 102/103, 1st Floor ,Nano Comlex Near Shanoormiya Arga, Vegetable Arket, Shahnoorwadi, Aurangabad, 431001",Aurangabad,Maharashtra,0240 2060145,19.855842,75.338268
Sankalp Blood Bank,"Riddhi Siddhi, Opposite to ICICI Bank, Near Ramchandra Hall, Murbad Road Kalyan (W), 421301",Thane,Maharashtra,"0251 2300096, 0251 2203974",19.241131,73.146766
Civil Surgeon - District General Hospital Blood Bank,"Blood Bank Civil Surgeon, District General Hospital Blood Bank, Subhash Road, Parbhani, 414001",Parbhani,Maharashtra,"02452 223458, 02452 231287",19.271699,76.765032
Arpan Voluntary (Marathwada)  Blood Bank,"2nd Floor, Soniya Chambers, Near Uddhanpula, Seven Hills, Jalna Road, Aurangabad, 431001",Aurangabad,Maharashtra,"0240 2345359, 0240 6604204",19.875504,75.352445
Indian Red Cross Society (IRCS) Blood Bank,"IRCS Red Cross House, Opposite to Bus Stand, 396230",Silvassa,Dadra and Nagar Haveli,"0260 2640911, 0260 2640577",20.276266,73.008306
Jeevan Surabhi Blood Bank,"Kargaon Road, Laxmi nagar,  Chalisgaon, Jalgaon, 424101",Jalgaon,Maharashtra,02589 223833,20.464642,74.998859
Harilal Bhagwati Hospital Blood Bank,"S. V. P. Road, Borivali-W, Mumbai, 400103",Mumbai,Maharashtra,"022 28932461, 022 28932462, 022 28932463 (Extn.205, 409)",19.245458,72.856027
Sarla Blood Bank,"Ravi Hospital, 1st Floor, 50 Anand Nagar, Navghar Vasai (W), 401202",Thane,Maharashtra,"0250 2332684, 0250 2349950, 0250 3256565, 0250 2332425",19.255677,72.865577
Jondhale&#39;s Nitya Seva Blood Bank,"R.C.Complex, Mamlatdar Kacheri Road, Shrirampur,                  Ahmednagar, 413709",Ahmednagar,Maharashtra,02422 225000,19.6227,74.660399
Shri Gajanan Blood Bank And Components,"Property No: 71, Road No.9, 2nd Floor, Bajaj Satkar Bhavan, Yavatmal (m.s), 444001",Yavatmal,Maharashtra,07232 242985,20.418283,78.12953
Roachabai Sugnomal Manwani - Cantonment General Hospital Blood Bank,"Vadner Road, Devlali, Nashik, 422401",Nashik,Maharashtra,"0253 2493365, 0253 24913377,  0253 2462068",19.903354,73.825824
Vijayee Blood Bank,"Andrandes Bhavan 1st Floor, Plot No. 2, Sr. No 277-A, Behind Papdi Telephone Exchange, Near Sai Services,  Vasai (W), 401202",Thane,Maharashtra,"0250 2321050, 0250 6450250",19.358711,72.811841
Arpan Blood Bank,"First Floor, H.No.1542/43, Above Bank of Badoda, Swatantrya Chowk, Sangamner,  Ahmednagar District, 422605",Ahmednagar,Maharashtra,"02425 226036, 02425 220457",19.569309,74.206528
Jankalyan Blood Bank,"Wing No. 03, S. No. 224, Shri Chatrapati Shivaji Maharaj Bazar Sankul, Old Cotton Market Yard, 431203",Jalna,Maharashtra,"02482 238397, 02482 243085, 02482 232407",19.867491,75.879779
Seth Nandlal Dhoot Hospital Blood Bank,"Plot No A-1, MIDC Chikalthana, Jalna Road, Aurangabad, 431210",Aurangabad,Maharashtra,0240 2489001 - 10,19.872742,75.387668
Aurangabad Blood Bank,"Opposite to Sparsh Hospital, Jawahar Nagar Akashwani Aurangabad, 431001",Aurangabad,Maharashtra,"0240 6002002, 0240 2330400",19.873384,75.344972
Metro Blood Bank - District (Civil) Hospital Nashik,"District - Civil Hospital Blood Bank, Near Thakkar Bazaar,  Trimbak Naka, Nashik, 422001",Nashik,Maharashtra,"0253 2318020, 0253 2577949",19.996886,73.778198
Lions Blood Bank,"1st Floor, above Lions  Balsadan, Near Teg Bahadur English School, Osmanpura, Aurangabad, 431005",Aurangabad,Maharashtra,"0240 2340250, 2337255",19.87244,75.323188
Laxmi Blood Bank,"Chiddarwar Hospital, Motinagar, Pusad, Yavatmal, 445204",Yavatmal,Maharashtra,"07233 246775, 07233 246535, 07233 246535",19.906603,77.567708
Arpan Blood Bank and Blood Component Laboratory and Research Centre,"1st Floor, Office No.102/103, Dr. Athawale Chambers, Opposite to Gavkari Press Tilak Path, Nashik, 422001",Nashik,Maharashtra,"0253 2311358, 0253 2576058",20.004874,73.787164
Little Heart Childrens Hospital Private Limited Blood Bank,"271/7/1, Taragoti Samanta Road, Kenduadihi, 722102",Bankura,West Bengal,"03242 243352,  03242 243829",23.2328678,87.0347214
Hindustan Aeronautics Limited Blood Bank,"HAL, Aircraft Division, HAL, In Front of GES HAL High School, Ojhar Township, Niphad, Nashik",Nashik,Maharashtra,"02550 275845, 02550 278932 (Extn. 2589)",20.105897,73.931932
Burnpur Hospital SAIL-ISP Blood Bank,"IiSCO Steel Plant Ltd, 713325",Burnpur,West Bengal,"0341 2231332, 0341 2231227",23.6660013,86.9451971
S.D. Hospital Blood Bank Kandi,"P.O. Kandi 
PS-KANDI, 742137",KANDI,West Bengal,03484 255401,23.953471,88.038984
Rampurhat S.D. Hospital Blood Bank,"P.O. Rampurhat, Rampurahat hospital Road, Besides of NH-60, 731224",Birbhum,West Bengal,"03461 255102, 03461 255285",24.188551,87.7930965
Asansol District Hospital Blood Bank,"SB Gorai Rd, Hamid Nagar, 713301",Asansol,West Bengal,0341  2304040,23.676673,86.974114
Contai Sub Divisional Hospital Blood Bank,"Vill. : Darua, P.O.: Darua, P.S. : Contai, 721401",Contai,West Bengal,03220- 254464.,21.781682,87.776009
Purba Medinipur District Hospital Blood bank,"P.O. Tamluk, 721636",Tamluk,West Bengal,"03228 263233, 263209",22.286378,87.919661
Sadar Hospital Madhepura Blood Bank,"Near pani tanki chowk, Ward No:10, 852113",Madhepura,Bihar,N/A,25.922909,86.792226
"Dr. Bidhan Chandra Roy Hospital Blood Bank, Haldia (A Unit of ICARE)","Vill-Banbishnupur, P.O.- Balughata, P.S. Bhawanipur, Purba Medinipur Pin-721645, 721645",Haldia,West Bengal,"0322 4269225,",22.0639805,88.0360249
Bolpur Sub Divisional Hospital Blood Bank,"Nanoor Chandidas Road, 731204",Bolpur,West Bengal,03463 221136,23.663705,87.690853
Dumka Sadar Hospital Blood Bank,"Near Town Hall, Dumka, 814101",Dumka,Jharkhand,6434236298,24.267264,87.251613
Jyoti Hospital Blood Bank,"Kuruda, Balasore, 756056",Kuruda,Odisha,"06782 256375, 06782 256376",21.471497,86.891335
Durgapur Steel Plant Hospital Blood Bank,"J. M. Sengupta Road, Durgapore-V, Burdwan (west),B-Zone., 713205",Durgapur,West Bengal,"03432746319, 0343 2745967",23.572531,87.30336
Life Line Blood Bank,"N.C.B. Road, P.O.- Raniganj, Burdwan 
Near Neilkantha Hotel, 713347",Raniganj,West Bengal,0341 2440590,23.68721,86.973343
"South Eastern Railway Main Hospital Blood Bank, Kharagpur","Kharagpur, 721301",Kharagpur,West Bengal,"03222 292195, 03222292476",22.3343711,87.3149694
Rani Durgawati Hospital Blood Bank,"Rani Durgawati Hospital, 482001",Jabalpur,Madhya Pradesh,0761 261052,23.100428,79.565702
The Mission Hospital Blood Bank (A Unit of Durgapur Medical Centre Private Limited),"Plot No: 219(P), Sector-2C, Iman Kalyan Sarani, Bidhan Nagar, 713212",Durgapur,West Bengal,"0343 2535555,Ext:-188",23.5201833,87.3554804
Pakur Sadar Hospital Blood Bank,,Pakur,Jharkhand,9934347811,24.6476852,87.7862334
Burdwan Medical College and Hospital Blood Bank,"Near Baburbag Road, Bardhaman University, 713104",Burdwan Sadar,West Bengal,"03422665908, 0342 2559777",23.244835,87.857325
Midnapur Medical College and Hospital Blood Bank,"Vidyasagar Road , Paschim Medinipur, Medinipur,, 721101",Midnapore,West Bengal,"03222 261007, 222400",22.4208441,87.3218013
Deoghar Sadar Hospital Campus Blood Bank,"Blood Bank, Sadar Hospital, Deoghar, 814112",Deogarh,Jharkhand,9431950386,24.491027,86.693996
Sadar Hospital Kishanganj Blood Bank,"Hospital Road, 855107",Kishanganj,Bihar,"06456 223502, 06456 226464",26.101776,87.948834
Sadar Hospital Saharsa Blood Bank,"Zila School Road, Police Line, Saharsa, 852201",Saharsa,Bihar,9934712522,25.88715,86.590953
Indian Red Cross Society (IRCS) Blood Bank,"Red Cross Blood Bank, Purnea, Red Cross Bhawan Line Bazar, 854301",Purnia,Bihar,0654 244211,25.785486,87.488251
Kharagpur Sub Divsional Hospital Blood Bank,"South Side, P.O. Kharagpur, 721301",Kharagpur,West Bengal,"03222 221860, 259125, 255947",22.32698,87.314481
Divisional Railway Hospital Blood Bank Asansol,"Asansol, 713225",Bardhaman,West Bengal,0341 2220529,23.674512,86.941165
"Odisha Red Cross Blood Bank, Baripada","District Head Quarters Hospital Baripada, Mayurbhanj, 757001",Baripada,Odisha,06792 254641,21.931231,86.727842
Jawaharlal Nehru Medical College Hospital (JNMCH) Blood Bank,"Mayaganj, Tilkamanjhi,, 812001",Bhagalpur,Bihar,0641 2409555,25.264217,87.002126
Kasturba Gandhi Hospital Blood Bank,"Chittaranjan Locovotive Works, Barddhaman Rd, Alipore, 713331",Burdwan,West Bengal,"0341 252 5645, 0342 2525822",23.849528,86.895907
Rashmi Blood bank,"Saheed Shibsankar Seba Samity, Baburbag Rd, Baburbag, 
Near Burdwan Fire Station, 713104",Burdwan,West Bengal,0342 2657251,23.254108,87.853364
Sadar Hospital Purnia  Blood Bank,"Sudin Chowk Road, Rajnikant Colony, Line Bazar, Purnea,, 854301",Purnia,Bihar,"09939213483, 09431268348, 09334510634, 0943127662",25.778234,87.472456
Sanctoria Hospital Blood Bank,"2, Jhalbagan, Sanctoria, 713333",Dishergarh Burdwan,West Bengal,"0341 2523576, 0341 2523577, 0341-2521035",23.7061752,86.8280197
Khatra SD Hospital Blood Bank,"Hospital Road, 722140",Khatra,West Bengal,03243-256029,22.969097,86.848541
Ghatal Sub Divisonal Hospital Blood Bank,"SH 4, Kuspata, Ghatal, 721212",Ghatal,West Bengal,03225 255064,22.657052,87.737725
"Sadar Hospital, Katihar Blood bank","Blood Bank, Sadar Hospital, 854105",Katihar,Bihar,N/A,25.539923,87.567583
Maa Vindhyawasini Blood Bank,"Pakari Chauk, Near Malti Hospital, 802301",Arrah,Bihar,"09835642642, 09430929650",25.539954,87.56747
Jhargram Blood Bank,"Jhargram District Hospital, 
P.O. Jhargram, Raghunathpur, 721507",Jhargram,West Bengal,03221 259789,22.447732,86.997281
Sahebganj Sadar Hospital Blood Bank,"Blood Bank, Sadar Hospital, Sahebganj, 816109",Sahebganj,Jharkhand,06436 222050,25.235841,87.634215
Arambagh Sub Divisional Hospital Blood Bank,"Opposite to ravindra Bhavan, 712601",Arambagh,West Bengal,"03211 255962, 03211 255095",22.887385,87.786016
ECL Central Hospital Kalla Blood Bank,"Domohani Rd, C H Kalla, Near Kazi Nazrul University, 713340",Asansol,West Bengal,0341 221910 ext 1125,23.7012794,86.9963121
Suri Sadar District Hospital Blood Bank,"P.O. Suri, 731101",Suri,West Bengal,"03462 255483, 03462 255766",23.915783,87.516918
Bishnupur S.D. Hospital Blood Bank,"P.O. Bishnupur, 722122",Bishnupur,West Bengal,03244 253075,23.068944,87.309801
IQ City Narayana Multispeciality Hospital Blood Bank,"Sovapur, Bijra Road, Jemua, 713206",Durgapur,West Bengal,"0343 2608522, 0343 260 8000, 3432608335",23.570751,87.3372
Bankura Sammilani Medical College and Hospital Blood Bank,"Gobindanagar, P.O.- Kenduadihi, 722102",Bankura,West Bengal,"03242 241366, 03242 244701, 702, 703",23.233875,87.037024
"Odisha Red Cross Blood Bank, SDH, Udala","Sub Divisional Hospital, Udala, Mayurbhanj, 757041",Udala,Odisha,06795 232288,21.576557,86.565098
Bidhannagar Sub-Divisional Hospital Blood Bank,"Bidhannagar, Dr. Zakir Hussain avenue, 713206",Durgapur,West Bengal,"0343 253 4153, 0343 2533951",23.5370135,87.331789
"Odisha Red Cross Blood Bank, Balasore","District Head Quarters Hospital, Baleshwar, 756001",Balasore,Odisha,06782 241496,21.493347,86.935961
Vivekananda Hospital Private Limited Blood bank,"Dr. Zakir Hussain Avenue, Bidhan Nagar
Beside Durgapur Esi Hospital, 713206",Durgapur,West Bengal,"0343 2532430 , 2531001, 2531002, 2531003",23.523226,87.339337
"Odisha Red Cross Blood Bank, Nilagiri","Sud Divisional Hospital,  Nilagiri, At/Po/Ps-Nilagiri, 756040",Nilagiri,Odisha,06782-233237,21.463441,86.775551
Rajiv Gandhi Government General Hospital Blood Bank,"Bijli Ghar Ka choraha, Mangal Marg, 301001",Alwar,Rajasthan,"0144 2346033, 0144 2345087",27.57247,76.458792
Bhagat Phool Singh Government Medical College for Women Blood Bank,"Kanpur Kalan, Sonipat, 131305",Sonipat,Haryana,"01263 283041, 01263 283063",29.149774,76.808336
Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences (PGIMS) Blood Bank,"Medical Road, Maharishi Dayanand University,
Rohtak, 124001",Rohtak,Haryana,"01262 211306, 01262 212306,  01262 281 304",28.879942,76.608052
General Hospital Blood Bank Jhajjar,"Model Town, 124103",Jhajjhar,Haryana,01251 252410,28.607735,76.642891
Rewari Blood Bank,"Shree Krishna Medical And Social Welfare Society, 53-RL, Model Town, 123401",Rewari,Haryana,"01274 222607, 01274 222955",28.187832,76.616935
Prem Blood Bank,"A unit of Lala Harbhagwan Dass Memorial & Dr. Prem Hospital Pvt. Ltd., Bishan Sarop Colony, Opp Bus Stand,, 132103",Panipat,Haryana,"0180 2697191, 0180 2635900, 01804008431",29.398644,76.966314
District hospital sheopur,"District Hospital Sheopur, 476337",SHEOPUR,Madhya Pradesh,7746977417,25.676067,76.711645
General Hospital Rewari Blood Bank,"Room No. 16, Government / Civil Hospital Blood Bank,  
Kayasthwara Mohalla,, 123401",Rewari,Haryana,"01274 253101,  01274 254 743",28.202218,76.619789
Red Cross Blood Bank,"Indian Red Cross Society, Red Cross Bhawan, G.T. Road, 132103",Panipat,Haryana,0180 4002049,29.39369,76.969115
Riya Hospital Blood Bank,"NH 11B, Adarsh Nagar, 322201",Gangapur City,Rajasthan,"07463-230080, 07463 233374",26.487535,76.740236
Shaheed Hasan Khan Mewati Government Medical College Blood Bank,"Nalhar, Tehsil Nuh, Mewat, 122107",Nuh,Haryana,01267 282007,28.091167,76.971562
Smt. Indira Gandhi Government Multispeciality Blood Bank,"G. H. Sector-18, Bypass Road, Near bus stand, Kaithal By pass, 136027",Kaithal,Haryana,"09416121227, 09991717988, 09466484634",29.793446,76.421959
General Hospital Blood Bank Jind,"Civil Hospital, DC Colony, 126102",Jind,Haryana,01681 245454,29.311866,76.330022
Shri Ramkaran Joshi General Hospital Bood bank,"Lalsot, Dausa, NH-11A, Lalsot Road,, 303303",Dausa,Rajasthan,"01427-220960, 01427 220223",26.883949,76.335767
Seth Makhan Lal Mahawar Charitable Blood Bank Society,"Red Cross Bhavan, Near Income Tax Bhawan, Moti Dungari,, 301001",Alwar,Rajasthan,0144 2348277,27.550891,76.615215
Panipat Blood Bank,"332-R Model Town, Near Ramlal Chowk, 132103",Panipat,Haryana,"0180 4011150, 01802697887",29.391662,76.957172
"National Blood Bank, Kharab Hospital Blood Bank","47, Near Budhla Sant Mandir, Rishi nagar,, 125008",Hisar,Haryana,01662 225900,29.310977,76.344908
Gangaputra Hospital and Research Centre Blood Bank,"Kaithal Road, Kandela, 126102",Kandela,Haryana,01681 237238,29.378281,76.337165
N.C. Medical College and Hospital Blood Bank,"N.C. Medical College and Hospital, Panipat-Rohtak Road, Israna, Panipat",Israna,Haryana,,29.286568,76.878961
SGT Medical College Hospital and Research Institute Blood Bank,"Near Sultanpur Bird Sanctuary, Village Budhera, Gurugram,, 122505",Gurugram,Haryana,"0124-2278186,  0124 227 8256",28.478407,76.902714
MP Thelasmia Kid Care Society Blood Bank,"Opposite Hamidia Hospital, 4, Fategarh, Sultania Road, 462001",Bhopal,Madhya Pradesh,"0755 2538891, 0755 5242131",23.2582415,77.3952417
Tatpar Pathology and Diagnostic Centre Blood Bank,"10, Neelam Colony, Bhopal, 462008",Bhopal,Madhya Pradesh,0755 2576466,23.25369,77.412695
District Hospital Blood Bank,"District Hospital Blood Bank, 481880",Dindori,Madhya Pradesh,07644 234962,22.946033,81.075282
District Hospital Blood Bank,"District Hospital, Blood Bank, 485001",Satna,Madhya Pradesh,07672 223226,24.567945,80.832069
People Hospital Blood Bank,"Ayodhya Bypass road, Peoples Campus, Bhanpur Bhopal, 462038",Bhopal,Madhya Pradesh,0755 4005227,23.301078,77.424616
Holy Cross Hospital Blood Bank,"Ambikapur, Surguja District, 497001",Ambikapur,Chhattisgarh,077742 23733,23.134176,83.193534
Combined District Hospital Blood Bank,"Combined District Hospital, 210205",Chitrakoot,Uttar Pradesh,05198 236555,25.196167,80.914609
